cat_id;name
999910;U18 Fighting Women p66kg
123;U18 Jiu-Jitsu Men -46 kg
1823;U18 Jiu-Jitsu Men -46 kg
21315;U18 Jiu-Jitsu Men -48 kg
124;U18 Jiu-Jitsu Men -50 kg
701;U18 Jiu-Jitsu Men -50 kg
816;U18 Jiu-Jitsu Men -50 kg
1824;U18 Jiu-Jitsu Men -50 kg
21316;U18 Jiu-Jitsu Men -52 kg
125;U18 Jiu-Jitsu Men -55 kg
702;U18 Jiu-Jitsu Men -55 kg
817;U18 Jiu-Jitsu Men -55 kg
910;U18 Jiu-Jitsu Men -55 kg
1825;U18 Jiu-Jitsu Men -55 kg
21317;U18 Jiu-Jitsu Men -56 kg
126;U18 Jiu-Jitsu Men -60 kg
703;U18 Jiu-Jitsu Men -60 kg
818;U18 Jiu-Jitsu Men -60 kg
1826;U18 Jiu-Jitsu Men -60 kg
21318;U18 Jiu-Jitsu Men -62 kg
127;U18 Jiu-Jitsu Men -66 kg
704;U18 Jiu-Jitsu Men -66 kg
819;U18 Jiu-Jitsu Men -66 kg
1827;U18 Jiu-Jitsu Men -66 kg
4342;U18 Jiu-Jitsu Men -66 kg
21319;U18 Jiu-Jitsu Men -69 kg
128;U18 Jiu-Jitsu Men -73 kg
705;U18 Jiu-Jitsu Men -73 kg
820;U18 Jiu-Jitsu Men -73 kg
1828;U18 Jiu-Jitsu Men -73 kg
21320;U18 Jiu-Jitsu Men -77 kg
129;U18 Jiu-Jitsu Men -81 kg
706;U18 Jiu-Jitsu Men -81 kg
821;U18 Jiu-Jitsu Men -81 kg
1829;U18 Jiu-Jitsu Men -81 kg
4344;U18 Jiu-Jitsu Men -81 kg
21321;U18 Jiu-Jitsu Men -85 kg
130;U18 Jiu-Jitsu Men p81 kg
707;U18 Jiu-Jitsu Men p81 kg
814;U18 Jiu-Jitsu Men p81 kg
1830;U18 Jiu-Jitsu Men p81 kg
21322;U18 Jiu-Jitsu Men p85 kg
131;U18 Jiu-Jitsu Women -40 kg
832;U18 Jiu-Jitsu Women -40 kg
1816;U18 Jiu-Jitsu Women -40 kg
132;U18 Jiu-Jitsu Women -44 kg
709;U18 Jiu-Jitsu Women -44 kg
833;U18 Jiu-Jitsu Women -44 kg
1817;U18 Jiu-Jitsu Women -44 kg
133;U18 Jiu-Jitsu Women -48 kg
710;U18 Jiu-Jitsu Women -48 kg
834;U18 Jiu-Jitsu Women -48 kg
1818;U18 Jiu-Jitsu Women -48 kg
6861;U18 Jiu-Jitsu Women -48 kg
134;U18 Jiu-Jitsu Women -52 kg
711;U18 Jiu-Jitsu Women -52 kg
835;U18 Jiu-Jitsu Women -52 kg
911;U18 Jiu-Jitsu Women -52 kg
1819;U18 Jiu-Jitsu Women -52 kg
135;U18 Jiu-Jitsu Women -57 kg
712;U18 Jiu-Jitsu Women -57 kg
836;U18 Jiu-Jitsu Women -57 kg
1820;U18 Jiu-Jitsu Women -57 kg
136;U18 Jiu-Jitsu Women -63 kg
713;U18 Jiu-Jitsu Women -63 kg
837;U18 Jiu-Jitsu Women -63 kg
1821;U18 Jiu-Jitsu Women -63 kg
137;U18 Jiu-Jitsu Women -70 kg
714;U18 Jiu-Jitsu Women -70 kg
838;U18 Jiu-Jitsu Women -70 kg
1822;U18 Jiu-Jitsu Women -70 kg
138;U18 Jiu-Jitsu Women p70 kg
831;U18 Jiu-Jitsu Women p70 kg
1815;U18 Jiu-Jitsu Women p70 kg
260;U18 Show Men
466;U18 Show Men
720;U18 Show Men
1892;U18 Show Men
4348;U18 Show Men
263;U18 Show Mixed
464;U18 Show Mixed
719;U18 Show Mixed
1893;U18 Show Mixed
262;U18 Show Women
465;U18 Show Women
1894;U18 Show Women
4349;U18 Show Women
120;U21 Duo Men
606;U21 Duo Men
741;U21 Duo Men
1488;U21 Duo Men
122;U21 Duo Mixed
742;U21 Duo Mixed
1487;U21 Duo Mixed
121;U21 Duo Women
740;U21 Duo Women
1489;U21 Duo Women
248;U21 Fighting Men -56 kg
1429;U21 Fighting Men -56 kg
259;U21 Fighting Men -62 kg
1430;U21 Fighting Men -62 kg
6856;U21 Fighting Men -62 kg
249;U21 Fighting Men -69 kg
1431;U21 Fighting Men -69 kg
250;U21 Fighting Men -77 kg
1432;U21 Fighting Men -77 kg
5820;U21 Fighting Men -77 kg
251;U21 Fighting Men -85 kg
1433;U21 Fighting Men -85 kg
252;U21 Fighting Men -94 kg
1434;U21 Fighting Men -94 kg
253;U21 Fighting Men p94 kg
1435;U21 Fighting Men p94 kg
1436;U21 Fighting Women -45 kg
1437;U21 Fighting Women -48 kg
254;U21 Fighting Women -49 kg
1438;U21 Fighting Women -52 kg
255;U21 Fighting Women -55 kg
1439;U21 Fighting Women -57 kg
256;U21 Fighting Women -62 kg
1441;U21 Fighting Women -63 kg
257;U21 Fighting Women -70 kg
1442;U21 Fighting Women -70 kg
258;U21 Fighting Women p70 kg
1443;U21 Fighting Women p70 kg
139;U21 Jiu-Jitsu Men -56 kg
728;U21 Jiu-Jitsu Men -56 kg
825;U21 Jiu-Jitsu Men -56 kg
1459;U21 Jiu-Jitsu Men -56 kg
140;U21 Jiu-Jitsu Men -62 kg
729;U21 Jiu-Jitsu Men -62 kg
826;U21 Jiu-Jitsu Men -62 kg
1460;U21 Jiu-Jitsu Men -62 kg
141;U21 Jiu-Jitsu Men -69 kg
14100001;U21 Jiu-Jitsu Men -70 kg
730;U21 Jiu-Jitsu Men -69 kg
828;U21 Jiu-Jitsu Men -69 kg
1461;U21 Jiu-Jitsu Men -69 kg
142;U21 Jiu-Jitsu Men -77 kg
731;U21 Jiu-Jitsu Men -77 kg
827;U21 Jiu-Jitsu Men -77 kg
1462;U21 Jiu-Jitsu Men -77 kg
143;U21 Jiu-Jitsu Men -85 kg
14311111;U21 Jiu-Jitsu Men p85 kg
732;U21 Jiu-Jitsu Men -85 kg
829;U21 Jiu-Jitsu Men -85 kg
1463;U21 Jiu-Jitsu Men -85 kg
144;U21 Jiu-Jitsu Men -94 kg
733;U21 Jiu-Jitsu Men -94 kg
830;U21 Jiu-Jitsu Men -94 kg
1464;U21 Jiu-Jitsu Men -94 kg
145;U21 Jiu-Jitsu Men p94 kg
823;U21 Jiu-Jitsu Men p94 kg
1465;U21 Jiu-Jitsu Men p94 kg
1466;U21 Jiu-Jitsu Women -45 kg
1467;U21 Jiu-Jitsu Women -48 kg
6852;U21 Jiu-Jitsu Women -48 kg
6960;U21 Jiu-Jitsu Women -48 kg
146;U21 Jiu-Jitsu Women -49 kg
735;U21 Jiu-Jitsu Women -49 kg
843;U21 Jiu-Jitsu Women -49 kg
1468;U21 Jiu-Jitsu Women -52 kg
147;U21 Jiu-Jitsu Women -55 kg
736;U21 Jiu-Jitsu Women -55 kg
842;U21 Jiu-Jitsu Women -55 kg
1469;U21 Jiu-Jitsu Women -57 kg
14690000;U21 Jiu-Jitsu Women -58 kg
148;U21 Jiu-Jitsu Women -62 kg
737;U21 Jiu-Jitsu Women -62 kg
841;U21 Jiu-Jitsu Women -62 kg
1470;U21 Jiu-Jitsu Women -63 kg
6853;U21 Jiu-Jitsu Women -63 kg
149;U21 Jiu-Jitsu Women -70 kg
738;U21 Jiu-Jitsu Women -70 kg
840;U21 Jiu-Jitsu Women -70 kg
1471;U21 Jiu-Jitsu Women -70 kg
150;U21 Jiu-Jitsu Women p70 kg
739;U21 Jiu-Jitsu Women p70 kg
839;U21 Jiu-Jitsu Women p70 kg
1472;U21 Jiu-Jitsu Women p70 kg
261;U21 Show Men
467;U21 Show Men
1497;U21 Show Men
264;U21 Show Mixed
469;U21 Show Mixed
743;U21 Show Mixed
1498;U21 Show Mixed
7177;U21 Show Mixed
14147;U21 Show Mixed
265;U21 Show Women
744;U21 Show Women
1496;U21 Show Women
6961;U21 Show Women
16314;U8 Fighting Men -27 kg
16322;U8 Fighting Women -25 kg
17948;Adults Jiu-Jitsu NoGi Women p70 kg
17942;Adults Jiu-Jitsu NoGi Women -45 kg
17943;Adults Jiu-Jitsu NoGi Women -48 kg
17944;Adults Jiu-Jitsu NoGi Women -52 kg
17945;Adults Jiu-Jitsu NoGi Women -57 kg
17946;Adults Jiu-Jitsu NoGi Women -63 kg
17947;Adults Jiu-Jitsu NoGi Women -70 kg
17915;Adults Jiu-Jitsu NoGi Men p94 kg
17922;Adults Jiu-Jitsu NoGi Men -56 kg
17920;Adults Jiu-Jitsu NoGi Men -62 kg
17919;Adults Jiu-Jitsu NoGi Men -69 kg
17918;Adults Jiu-Jitsu NoGi Men -77 kg
17917;Adults Jiu-Jitsu NoGi Men -85 kg
17916;Adults Jiu-Jitsu NoGi Men -94 kg
17937;U16 Jiu-Jitsu NoGi Men p73 kg
17930;U16 Jiu-Jitsu NoGi Men -38 kg
17931;U16 Jiu-Jitsu NoGi Men -42 kg
17932;U16 Jiu-Jitsu NoGi Men -46 kg
17933;U16 Jiu-Jitsu NoGi Men -50 kg
17928;U16 Jiu-Jitsu NoGi Men -52 kg
17929;U16 Jiu-Jitsu NoGi Men -55 kg
17934;U16 Jiu-Jitsu NoGi Men -60 kg
17935;U16 Jiu-Jitsu NoGi Men -66 kg
17936;U16 Jiu-Jitsu NoGi Men -73 kg
17941;U16 Jiu-Jitsu NoGi Women p63 kg
17923;U16 Jiu-Jitsu NoGi Women -32 kg
17924;U16 Jiu-Jitsu NoGi Women -36 kg
17925;U16 Jiu-Jitsu NoGi Women -44 kg
17927;U16 Jiu-Jitsu NoGi Women -48 kg
17938;U16 Jiu-Jitsu NoGi Women -52 kg
17939;U16 Jiu-Jitsu NoGi Women -57 kg
17940;U16 Jiu-Jitsu NoGi Women -63 kg
17974;U18 Jiu-Jitsu NoGi Men p81 kg
17967;U18 Jiu-Jitsu NoGi Men -46 kg
17968;U18 Jiu-Jitsu NoGi Men -50 kg
17969;U18 Jiu-Jitsu NoGi Men -55 kg
17970;U18 Jiu-Jitsu NoGi Men -60 kg
17971;U18 Jiu-Jitsu NoGi Men -66 kg
17972;U18 Jiu-Jitsu NoGi Men -73 kg
17973;U18 Jiu-Jitsu NoGi Men -81 kg
17961;U18 Jiu-Jitsu NoGi Women p70 kg
17966;U18 Jiu-Jitsu NoGi Women -40 kg
17965;U18 Jiu-Jitsu NoGi Women -44 kg
17964;U18 Jiu-Jitsu NoGi Women -48 kg
17963;U18 Jiu-Jitsu NoGi Women -52 kg
17962;U18 Jiu-Jitsu NoGi Women -57 kg
17959;U18 Jiu-Jitsu NoGi Women -63 kg
17960;U18 Jiu-Jitsu NoGi Women -70 kg
17955;U21 Jiu-Jitsu NoGi Women p70 kg
17949;U21 Jiu-Jitsu NoGi Women -45 kg
17950;U21 Jiu-Jitsu NoGi Women -48 kg
17951;U21 Jiu-Jitsu NoGi Women -52 kg
17952;U21 Jiu-Jitsu NoGi Women -57 kg
17953;U21 Jiu-Jitsu NoGi Women -63 kg
17954;U21 Jiu-Jitsu NoGi Women -70 kg
17914;U21 Jiu-Jitsu NoGi Men p94 kg
17908;U21 Jiu-Jitsu NoGi Men -56 kg
17909;U21 Jiu-Jitsu NoGi Men -62 kg
17910;U21 Jiu-Jitsu NoGi Men -69 kg
17911;U21 Jiu-Jitsu NoGi Men -77 kg
17912;U21 Jiu-Jitsu NoGi Men -85 kg
17913;U21 Jiu-Jitsu NoGi Men -94 kg
23373;Adults Para Duo Inclusive Self-Defense Cognitive
23374;Adults Para Duo Inclusive Self-Defense Physical
23777;Adults Para Jiu-Jitsu Cerebral Palsy Mixed Open Weight
23772;Adults Para Jiu-Jitsu Cognitive Women Open Weight
23787;Adults Para Jiu-Jitsu Physical Mixed -77 kg
23775;Adults Para Jiu-Jitsu Sensory Women -48 kg
4363;Adults Contact Ju-Jitsu Men p94 kg
4358;Adults Contact Ju-Jitsu Men -62 kg
4360;Adults Contact Ju-Jitsu Men -77 kg
4361;Adults Contact Ju-Jitsu Men -85 kg
4362;Adults Contact Ju-Jitsu Men -94 kg
109;U18 Fighting Women -40 kg
21350;U14 JIU-JITSU MALE +69 kg
21342;U14 JIU-JITSU MALE -36 kg
21344;U14 JIU-JITSU MALE -44 kg
21327;U14 JU-JITSU FIGHTING MALE -52 kg
23823;Adults Show Open
23536;Adults Para Jiu-Jitsu Open Weight
23537;U21 Para Jiu-Jitsu Open Weight
7099;Adults Jiu-Jitsu Women -62 kg
14701;U10 Jiu-Jitsu Mix -27 kg
14703;U10 Jiu-Jitsu Mix -42 kg
14706;U10 Fighting Mix -30 kg
14702;U12 Jiu-Jitsu Mix -30 kg
14704;U12 Jiu-Jitsu Mix -36 kg
4165;U8 Jiu-Jitsu Mix -30 kg
4172;U8 Duo Mixed
4129;U10 Jiu-Jitsu Men -30 kg
63;U15 Jiu-Jitsu Women -52 kg
24427;U18 Fighting Men -69 kg Para
24034;U18 Contact Men -56 kg
24031;U18 Contact Men -77 kg
24030;U18 Contact Men -85 kg
24029;U18 Contact Men P85 kg
24024;U21 Contact Men -69 kg
24023;U21 Contact Men -62 kg
24006;U18 Jiu-Jitsu Nogi Men -85 kg
24005;U18 Jiu-Jitsu Nogi Men -77 kg
24004;U18 Jiu-Jitsu Nogi Men -69 kg
24003;U18 Jiu-Jitsu Nogi Men -62 kg
23999;U18 Jiu-Jitsu Nogi Men P85 kg
23998;U16 Jiu-Jitsu Nogi Men -77 kg
23995;U16 Jiu-Jitsu Nogi Men -56 kg
23994;U16 Jiu-Jitsu Nogi Men -52 kg
23993;U16 Jiu-Jitsu Nogi Men -48 kg
23992;U16 Jiu-Jitsu Nogi Men -44 kg
23989;U14 Fighting Men p69 kg
23988;U14 Jiu-Jitsu Men p69 kg
23935;U10 Fighting Men -44 kg
23934;U10 Fighting Men -40 kg
23933;U10 Fighting Men -36 kg
23932;U10 Fighting Men -32 kg
23931;U10 Fighting Men -28 kg
23930;U10 Fighting Men -25 kg
23928;U10 Fighting Men p44 kg
23770;Para Jiujitsu Class B Men
23571;U8 Fighting Men -25 kg
23570;U8 Fighting Men -22 kg
23559;U12 Fighting Men -44 kg
23558;U12 Fighting Men -36 kg
23557;U12 Fighting Men -52 kg
23556;U12 Fighting Men -48 kg
23555;U12 Fighting Men -32 kg
23554;U12 Fighting Men -28 kg
23552;U12 Fighting Men p52 kg
23545;U10 Jiu-Jitsu Men -44 kg
23543;U10 Jiu-Jitsu Men -40 kg
23542;U10 Jiu-Jitsu Men -36 kg
23541;U10 Jiu-Jitsu Men -32 kg
23540;U10 Jiu-Jitsu Men -28 kg
23539;U10 Jiu-Jitsu Men -25 kg
22910;U12 Jiu-Jitsu Men p52 kg
22909;U12 Jiu-Jitsu Men -52 kg
22908;U12 Jiu-Jitsu Men -48 kg
22907;U12 Jiu-Jitsu Men -44 kg
22906;U12 Jiu-Jitsu Men -40 kg
22905;U12 Jiu-Jitsu Men -36 kg
22904;U12 Jiu-Jitsu Men -32 kg
22903;U12 Jiu-Jitsu Men -28 kg
21349;U14 Jiu-Jitsu Men -69 kg
21347;U14 Jiu-Jitsu Men -56 kg
21341;U14 Jiu-Jitsu Men -32 kg
17813;U8 Fighting Women -28 kg
17810;U8 Fighting Women -20 kg
17122;Master 3 Fighting Men -94 kg
16725;U10 Fighting Women -22 kg
11543;U12 Fighting Men -40 kg
4956;U10 Jiu-Jitsu Women -36 kg
